customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,cluster,segment,segment_description
CUST_00495,48,11,10461.25,2,3,5,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00496,57,9,7575.92,2,2,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00497,94,9,8411.869999999999,1,2,4,7,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00498,34,12,8818.73,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00499,46,14,13407.59,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00500,168,7,4422.16,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00501,36,9,7858.37,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00502,12,9,6714.26,4,2,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00503,9,11,9653.59,5,3,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00504,17,8,5674.3,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00505,19,15,11630.039999999999,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00506,3,14,11438.76,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00507,23,10,6971.84,4,3,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00508,29,11,4845.7699999999995,3,4,1,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00509,2,15,10122.43,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00510,15,10,8580.79,4,3,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00511,114,10,6039.3,1,3,2,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00512,19,9,7239.889999999999,4,2,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00513,33,14,10092.95,3,5,4,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00514,178,12,8164.71,1,4,4,9,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00515,19,10,7573.45,4,3,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00516,14,13,9129.52,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00517,18,16,11168.0,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00518,17,12,13487.65,4,4,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00519,146,11,6972.15,1,4,3,8,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00520,37,5,4284.55,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00521,3,14,13923.44,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00522,16,12,13241.9,4,4,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00523,11,8,6649.860000000001,5,2,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00524,58,11,5640.15,2,4,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00525,40,12,8991.82,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00526,232,8,6013.52,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00527,57,9,7971.360000000001,2,2,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00528,8,5,2828.01,5,1,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00529,14,6,4847.9400000000005,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00530,109,5,2584.88,1,1,1,3,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00531,35,7,4465.88,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00532,19,8,8164.5,4,2,4,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00533,13,12,7830.38,4,4,3,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00534,26,9,7271.74,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00535,9,11,8029.8,5,4,3,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00536,51,14,7269.81,2,5,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00537,11,16,9359.5,5,5,4,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00538,32,11,7438.54,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00539,52,8,4113.36,2,2,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00540,10,8,4489.21,5,2,1,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00541,65,10,7127.4,2,3,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00542,9,7,6209.2,5,1,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00543,190,7,6969.95,1,1,3,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00544,52,6,6234.77,2,1,2,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00545,18,12,7824.84,4,4,3,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00546,7,9,10108.01,5,2,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00547,23,9,4739.29,4,2,1,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00548,72,16,14590.119999999999,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00549,117,8,6058.91,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00550,15,14,6539.9,4,5,2,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00551,4,12,10249.93,5,4,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00552,56,11,7979.179999999999,2,4,3,9,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00553,3,11,11101.949999999999,5,4,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00554,33,12,9425.74,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00555,47,13,7695.75,2,5,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00556,17,9,6101.36,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00557,27,7,3514.62,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00558,5,10,7019.58,5,3,3,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00559,17,9,9093.99,4,2,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00560,38,9,5801.57,3,2,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00561,6,7,5616.49,5,1,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00562,46,9,8327.4,2,2,4,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00563,39,9,6338.5199999999995,3,2,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00564,1,5,5086.18,5,1,2,8,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00565,10,6,3203.31,5,1,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00566,20,8,5414.29,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00567,13,11,7170.84,4,4,3,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00568,71,14,12625.45,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00569,55,11,9093.56,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00570,53,11,5199.52,2,4,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00571,34,9,6411.76,3,2,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00572,9,14,12254.36,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00573,14,11,13128.439999999999,4,4,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00574,34,8,7518.03,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00575,10,7,5463.88,5,1,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00576,27,10,6455.66,3,3,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00577,59,13,9833.75,2,5,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00578,9,12,6566.47,5,4,2,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00579,33,10,12384.32,3,3,5,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00580,34,6,3497.38,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00581,79,10,12972.94,2,3,5,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00582,27,9,6716.59,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00583,35,9,7595.52,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00584,70,7,5793.5599999999995,2,1,2,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00585,79,14,16641.03,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00586,7,9,7481.41,5,2,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00587,55,14,11137.83,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00588,81,15,14345.93,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00589,16,10,7919.07,4,3,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00590,38,8,7797.18,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00591,16,8,7356.639999999999,4,2,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00592,39,9,4589.07,3,2,1,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00593,27,12,6673.73,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00594,81,11,9097.15,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00595,47,8,7810.13,2,2,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00596,70,8,4182.3099999999995,2,2,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00597,53,5,963.24,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00598,23,8,7051.5,4,2,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00599,45,15,13894.15,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00600,59,8,4895.51,2,2,1,5,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00601,70,8,6202.95,2,2,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00602,38,7,5951.96,3,1,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00603,8,7,4306.0,5,1,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00604,34,7,2921.92,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00605,41,8,7489.95,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00606,95,10,10215.07,1,3,5,9,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00607,38,9,8810.73,3,2,4,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00608,3,9,10189.74,5,2,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00609,111,6,4804.67,1,1,1,3,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00610,35,7,3915.19,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00611,39,11,7553.53,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00612,11,11,4639.2699999999995,5,4,1,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00613,1,6,7425.83,5,1,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00614,16,13,9122.25,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00615,33,7,5770.88,3,1,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00616,21,13,11786.81,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00617,46,8,6272.09,2,2,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00618,59,7,2946.44,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00619,37,11,8539.23,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00620,23,9,6549.26,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00621,71,12,10460.439999999999,2,4,5,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00622,24,16,12498.83,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00623,49,4,2237.42,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00624,10,10,7362.849999999999,5,3,3,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00625,56,8,5677.72,2,2,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00626,30,6,6846.17,3,1,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00627,16,14,11429.94,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00628,20,6,3545.26,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00629,13,16,12678.99,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00630,8,8,5916.400000000001,5,2,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00631,16,12,5715.85,4,4,2,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00632,36,14,10847.85,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00633,90,10,10577.22,1,3,5,9,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00634,17,9,7337.7,4,2,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00635,41,7,6106.22,3,1,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00636,97,7,5199.13,1,1,2,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00637,13,8,2502.98,4,2,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00638,21,13,12143.9,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00639,62,8,5583.63,2,2,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00640,27,9,7041.74,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00641,406,4,2115.33,1,1,1,3,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_00642,38,12,12275.95,3,4,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00643,9,7,5818.21,5,1,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00644,221,8,5019.79,1,2,1,4,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00645,120,12,9090.32,1,4,4,9,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00646,249,3,3277.23,1,1,1,3,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_00647,24,13,9887.01,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00648,5,9,8408.02,5,2,4,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00649,34,19,14061.74,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00650,86,7,4995.74,1,1,1,3,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00651,38,7,5957.42,3,1,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00652,10,11,8334.32,5,4,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00653,87,10,9217.63,1,3,4,8,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00654,15,13,8197.05,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00655,26,9,4756.42,3,2,1,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00656,26,12,13319.32,3,4,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00657,75,12,8159.73,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00658,229,8,5187.3099999999995,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00659,79,3,3250.42,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00660,46,12,6218.84,2,4,2,8,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00661,55,11,9976.25,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00662,1,14,11428.68,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00663,14,16,9536.89,4,5,4,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00664,124,7,5572.3,1,1,2,4,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00665,5,12,11267.55,5,4,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00666,2,15,14036.19,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00667,21,7,3019.09,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00668,34,11,7731.41,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00669,93,6,5425.7,1,1,2,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00670,52,11,8642.31,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00671,139,7,4491.35,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00672,15,10,8406.41,4,3,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00673,4,12,8528.9,5,4,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00674,107,11,7205.04,1,4,3,8,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00675,6,11,7329.85,5,4,3,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00676,10,12,15109.39,5,4,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00677,21,9,7734.18,4,2,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00678,12,16,11566.35,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00679,1,13,12289.630000000001,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00680,6,14,9354.69,5,5,4,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00681,151,7,4476.93,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00682,3,11,6554.51,5,4,2,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00683,18,14,8606.220000000001,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00684,30,3,3550.4,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00685,52,9,6973.53,2,2,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00686,98,13,8502.57,1,5,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00687,9,10,7629.28,5,3,3,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00688,30,11,10760.79,3,4,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00689,23,10,8687.95,4,3,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00690,43,8,5198.77,3,2,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00691,10,8,7112.6900000000005,5,2,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00692,80,11,6750.83,2,4,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00693,32,11,11426.05,3,4,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00694,32,16,14370.380000000001,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00695,77,8,4836.4400000000005,2,2,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00696,24,9,8928.74,4,2,4,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00697,40,10,9489.32,3,3,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00698,2,14,9465.81,5,5,4,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00699,84,8,5131.389999999999,1,2,2,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00700,50,15,9746.53,2,5,4,11,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00701,52,10,5912.66,2,3,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00702,146,6,3155.08,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00703,9,12,8546.2,5,4,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00704,86,15,13591.12,1,5,5,11,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00705,1,9,5545.33,5,2,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00706,48,12,5488.7,2,4,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00707,32,13,8692.22,3,5,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00708,13,10,8002.72,4,3,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00709,79,10,6119.55,2,3,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00710,29,14,11031.43,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00711,139,6,4665.5599999999995,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00712,69,9,3911.77,2,2,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00713,34,13,10813.49,3,5,5,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00714,52,8,5148.94,2,2,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00715,1,10,11149.97,5,3,5,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00716,123,11,6036.14,1,4,2,7,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00717,122,5,1530.02,1,1,1,3,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00718,59,7,6279.97,2,1,2,5,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00719,41,11,6567.43,3,4,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00720,17,9,7998.36,4,2,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00721,44,12,7299.38,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00722,7,13,9128.39,5,5,4,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00723,97,5,2097.0499999999997,1,1,1,3,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00724,252,10,6460.76,1,3,2,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00725,56,16,11201.07,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00726,15,11,7996.08,4,4,3,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00727,2,6,4692.33,5,1,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00728,12,13,7615.57,4,5,3,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00729,6,14,11166.28,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00730,49,16,9562.83,2,5,4,11,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00731,20,12,8711.95,4,4,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00732,40,9,5487.58,3,2,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00733,36,15,8128.38,3,5,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00734,185,4,4356.72,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_00735,11,9,8525.08,5,2,4,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00736,45,11,5551.5599999999995,2,4,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00737,422,6,4723.46,1,1,1,3,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_00738,3,11,9055.789999999999,5,4,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00739,14,11,12314.02,4,4,5,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00740,38,17,13481.960000000001,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00741,17,16,14085.79,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_00742,38,9,8461.27,3,2,4,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00743,29,10,5637.39,3,3,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00744,19,8,3741.71,4,2,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00745,65,11,11430.95,2,4,5,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00746,31,6,5096.049999999999,3,1,2,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_00747,10,10,8219.92,5,3,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00748,16,8,8772.48,4,2,4,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00749,8,10,6453.23,5,3,2,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00750,45,9,6427.28,2,2,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_00751,31,12,9448.83,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00752,33,12,7756.49,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_00753,11,14,13104.4,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
