customer_id,age,gender,income,region,signup_date,preferred_category
CUST_00479,32,F,22996,East,2022-10-31,Clothing
CUST_00480,37,Other,57973,West,2022-08-13,Electronics
CUST_00481,61,M,63349,North,2022-04-19,Electronics
CUST_00482,27,F,72094,North,2022-05-06,Beauty
CUST_00483,54,Other,67657,East,2022-09-28,Clothing
CUST_00484,38,Other,27472,North,2022-01-01,Sports
CUST_00485,52,Other,62307,Central,2022-12-24,Food & Beverage
CUST_00486,62,Other,52180,North,2022-03-10,Home & Garden
CUST_00487,23,F,75150,West,2022-07-07,Beauty
CUST_00488,65,M,70002,East,2023-01-10,Sports
CUST_00489,37,F,94210,East,2022-03-28,Electronics
CUST_00490,44,Other,36469,Central,2022-03-20,Clothing
CUST_00491,19,M,33834,West,2022-03-27,Clothing
CUST_00492,41,M,45276,East,2022-03-24,Sports
CUST_00493,47,F,52952,North,2022-03-12,Food & Beverage
CUST_00494,55,Other,41516,South,2022-12-11,Home & Garden
CUST_00495,37,Other,37410,Central,2022-05-25,Sports
CUST_00496,47,Other,60950,Central,2022-05-23,Electronics
CUST_00497,70,Other,45218,East,2022-09-02,Electronics
CUST_00498,63,M,40729,East,2022-12-22,Beauty
CUST_00499,57,F,27440,East,2022-02-09,Food & Beverage
CUST_00500,20,M,15000,South,2022-02-16,Clothing
CUST_00501,41,Other,81499,West,2022-02-18,Electronics
CUST_00502,72,M,80811,North,2022-10-29,Electronics
CUST_00503,57,Other,70651,Central,2022-07-30,Clothing
CUST_00504,43,F,65479,West,2022-01-18,Home & Garden
CUST_00505,21,F,43467,South,2022-05-10,Food & Beverage
CUST_00506,22,F,66324,East,2022-08-19,Sports
CUST_00507,70,Other,32545,North,2022-03-10,Electronics
CUST_00508,36,M,56730,South,2022-07-19,Sports
CUST_00509,63,M,39149,North,2022-06-09,Food & Beverage
CUST_00510,44,F,66411,West,2022-02-21,Home & Garden
CUST_00511,30,Other,86038,West,2022-03-19,Home & Garden
CUST_00512,63,F,34974,South,2022-12-13,Sports
CUST_00513,50,M,44380,East,2022-05-24,Home & Garden
CUST_00514,43,M,56360,East,2022-06-22,Beauty
CUST_00515,39,Other,18846,Central,2023-01-06,Home & Garden
CUST_00516,59,Other,23812,East,2022-06-06,Electronics
CUST_00517,33,M,85336,West,2022-06-30,Sports
CUST_00518,39,M,61039,North,2022-07-04,Clothing
CUST_00519,37,F,42430,South,2022-08-10,Clothing
CUST_00520,73,F,54229,East,2022-05-19,Food & Beverage
CUST_00521,48,M,45355,North,2022-02-07,Home & Garden
CUST_00522,46,Other,56948,West,2022-10-17,Clothing
CUST_00523,67,M,46057,West,2022-03-27,Sports
CUST_00524,61,Other,52690,South,2022-10-30,Sports
CUST_00525,47,Other,68242,East,2022-11-27,Electronics
CUST_00526,28,F,66871,North,2022-08-27,Home & Garden
CUST_00527,74,M,83987,West,2022-01-22,Electronics
CUST_00528,66,F,62461,Central,2022-06-06,Home & Garden
CUST_00529,70,Other,55467,West,2022-08-20,Beauty
CUST_00530,53,Other,87401,West,2022-01-16,Food & Beverage
CUST_00531,70,M,50639,West,2022-08-14,Electronics
CUST_00532,37,F,15000,South,2022-10-25,Sports
CUST_00533,31,F,70917,East,2022-07-18,Electronics
CUST_00534,43,F,60009,North,2022-01-03,Clothing
CUST_00535,71,F,54535,Central,2022-05-13,Home & Garden
CUST_00536,74,Other,71484,North,2022-05-30,Home & Garden
CUST_00537,21,F,46219,East,2022-04-19,Clothing
CUST_00538,42,F,15000,South,2022-11-06,Electronics
CUST_00539,30,Other,71910,North,2022-08-03,Sports
CUST_00540,22,Other,41772,South,2023-01-21,Food & Beverage
CUST_00541,66,F,35693,South,2022-03-17,Clothing
CUST_00542,72,M,15000,South,2022-12-18,Food & Beverage
CUST_00543,40,M,70077,South,2022-11-21,Sports
CUST_00544,31,M,15000,North,2022-08-14,Clothing
CUST_00545,59,Other,79658,West,2022-08-31,Home & Garden
CUST_00546,71,Other,48050,Central,2022-05-28,Home & Garden
CUST_00547,25,Other,71091,Central,2022-02-17,Beauty
CUST_00548,30,Other,63079,Central,2022-12-02,Food & Beverage
CUST_00549,58,Other,91725,East,2022-05-02,Clothing
CUST_00550,21,F,62521,North,2022-01-10,Home & Garden
CUST_00551,46,F,78808,East,2022-07-05,Food & Beverage
CUST_00552,51,Other,43785,North,2022-03-07,Food & Beverage
CUST_00553,24,Other,23742,North,2022-05-31,Food & Beverage
CUST_00554,25,F,74349,West,2022-01-17,Electronics
CUST_00555,72,M,23222,East,2022-07-28,Food & Beverage
CUST_00556,43,M,69841,North,2022-02-25,Sports
CUST_00557,46,Other,33505,Central,2022-05-18,Home & Garden
CUST_00558,47,F,60402,Central,2023-01-14,Sports
CUST_00559,30,Other,92190,North,2022-11-20,Home & Garden
CUST_00560,31,Other,68158,South,2022-02-02,Food & Beverage
CUST_00561,74,Other,50724,West,2022-12-15,Sports
CUST_00562,38,M,63556,North,2022-06-21,Home & Garden
CUST_00563,38,M,44466,East,2022-01-15,Beauty
CUST_00564,39,M,101197,Central,2023-02-02,Beauty
CUST_00565,55,M,40354,North,2022-01-17,Clothing
CUST_00566,49,Other,52817,West,2022-05-01,Home & Garden
CUST_00567,40,Other,66245,Central,2022-01-19,Sports
CUST_00568,61,M,62053,East,2022-12-01,Food & Beverage
CUST_00569,18,F,64324,West,2022-11-30,Home & Garden
CUST_00570,59,F,44858,Central,2022-08-02,Electronics
CUST_00571,67,Other,49921,East,2022-08-15,Electronics
CUST_00572,63,F,73326,North,2022-06-28,Sports
CUST_00573,27,Other,72240,West,2023-01-23,Food & Beverage
CUST_00574,63,F,62539,Central,2022-03-17,Clothing
CUST_00575,29,F,81573,North,2023-01-21,Sports
CUST_00576,56,Other,74192,South,2022-12-13,Food & Beverage
CUST_00577,48,F,71582,West,2022-11-29,Clothing
CUST_00578,53,Other,22895,North,2022-12-03,Food & Beverage
CUST_00579,53,Other,62291,West,2022-02-20,Beauty
CUST_00580,35,F,58545,South,2022-08-07,Beauty
CUST_00581,73,Other,84472,Central,2022-12-26,Electronics
CUST_00582,42,Other,15000,West,2022-10-09,Sports
CUST_00583,44,F,51707,North,2022-07-02,Food & Beverage
CUST_00584,33,F,56884,South,2022-05-25,Clothing
CUST_00585,24,F,33269,West,2022-02-05,Clothing
CUST_00586,50,M,36684,South,2022-11-08,Clothing
CUST_00587,29,M,84548,East,2023-01-08,Electronics
CUST_00588,22,Other,64244,Central,2022-01-15,Beauty
CUST_00589,67,Other,92246,North,2022-03-24,Beauty
CUST_00590,64,F,51350,Central,2022-03-29,Clothing
CUST_00591,55,Other,26804,West,2023-01-10,Clothing
CUST_00592,20,M,48520,South,2022-04-05,Beauty
CUST_00593,38,Other,45167,South,2022-03-03,Beauty
CUST_00594,26,F,68893,North,2022-03-20,Home & Garden
CUST_00595,38,F,68035,South,2022-12-31,Home & Garden
CUST_00596,55,Other,65264,East,2022-09-08,Beauty
CUST_00597,46,F,99595,South,2022-11-17,Sports
CUST_00598,55,M,80219,East,2022-12-12,Home & Garden
CUST_00599,25,M,37957,East,2022-05-20,Beauty
CUST_00600,44,Other,74910,West,2022-04-01,Home & Garden
CUST_00601,53,F,55560,West,2023-01-14,Sports
CUST_00602,36,Other,50812,West,2022-11-05,Clothing
CUST_00603,42,M,83024,Central,2022-03-15,Clothing
CUST_00604,28,F,36771,North,2022-09-19,Beauty
CUST_00605,27,F,73423,East,2022-06-23,Sports
CUST_00606,61,M,69910,Central,2022-10-16,Electronics
CUST_00607,58,F,36420,North,2023-01-10,Clothing
CUST_00608,64,F,22291,West,2022-02-12,Sports
CUST_00609,48,M,53331,West,2022-07-27,Electronics
CUST_00610,71,M,15000,West,2022-06-24,Food & Beverage
CUST_00611,23,M,77417,West,2022-07-14,Electronics
CUST_00612,70,F,62212,Central,2022-06-18,Food & Beverage
CUST_00613,59,M,83774,West,2022-08-26,Electronics
CUST_00614,59,F,60801,South,2022-09-13,Electronics
CUST_00615,52,F,85329,North,2023-01-28,Beauty
CUST_00616,46,Other,43136,East,2022-12-25,Clothing
CUST_00617,58,M,65198,North,2022-01-25,Food & Beverage
CUST_00618,59,F,47095,South,2022-09-17,Beauty
CUST_00619,69,F,52716,West,2022-06-21,Sports
CUST_00620,29,M,56815,North,2022-12-09,Electronics
CUST_00621,35,F,62146,South,2022-05-20,Clothing
CUST_00622,62,Other,40508,Central,2022-09-26,Sports
CUST_00623,58,F,64194,North,2022-05-29,Food & Beverage
CUST_00624,53,M,55805,East,2022-11-21,Electronics
CUST_00625,20,M,27795,South,2022-10-22,Home & Garden
CUST_00626,48,Other,19648,Central,2022-03-28,Home & Garden
CUST_00627,37,M,77501,North,2022-02-22,Home & Garden
CUST_00628,39,Other,15000,Central,2022-09-08,Electronics
CUST_00629,30,Other,51744,Central,2022-12-24,Sports
CUST_00630,50,M,25857,South,2022-02-14,Food & Beverage
CUST_00631,63,F,89117,North,2022-03-03,Sports
CUST_00632,40,F,66266,South,2022-04-27,Sports
CUST_00633,28,F,61599,South,2022-12-20,Beauty
CUST_00634,27,Other,38810,North,2022-10-11,Sports
CUST_00635,60,F,27540,North,2022-05-24,Sports
CUST_00636,63,Other,58575,Central,2022-02-28,Sports
CUST_00637,32,Other,54546,North,2022-05-04,Home & Garden
CUST_00638,58,F,33566,North,2022-08-09,Beauty
CUST_00639,26,F,32920,East,2022-01-28,Food & Beverage
CUST_00640,31,Other,31998,North,2022-11-09,Food & Beverage
CUST_00641,24,M,31370,East,2022-11-23,Clothing
CUST_00642,43,Other,42508,North,2022-11-25,Sports
CUST_00643,37,Other,61606,East,2022-05-25,Clothing
CUST_00644,31,M,64974,East,2022-07-06,Sports
CUST_00645,58,F,54137,South,2022-04-07,Beauty
CUST_00646,27,F,57647,West,2022-05-06,Beauty
CUST_00647,38,M,65963,South,2022-02-22,Electronics
CUST_00648,57,Other,15051,West,2022-05-02,Electronics
CUST_00649,69,F,59206,South,2022-04-05,Electronics
CUST_00650,21,M,81241,North,2023-01-08,Food & Beverage
CUST_00651,53,F,16309,Central,2022-09-15,Home & Garden
CUST_00652,53,Other,15000,West,2023-02-04,Food & Beverage
CUST_00653,43,M,51232,South,2022-12-22,Food & Beverage
CUST_00654,46,F,76578,North,2022-11-13,Beauty
CUST_00655,61,F,51592,East,2022-02-02,Electronics
CUST_00656,51,F,67346,West,2022-07-10,Home & Garden
CUST_00657,46,Other,61188,West,2022-06-12,Home & Garden
CUST_00658,61,F,31703,South,2022-08-09,Home & Garden
CUST_00659,74,Other,35811,West,2022-02-13,Food & Beverage
CUST_00660,29,Other,21253,East,2022-11-14,Electronics
CUST_00661,61,Other,85327,West,2023-02-02,Electronics
CUST_00662,24,F,71798,Central,2022-12-22,Clothing
CUST_00663,25,Other,52901,East,2022-06-10,Food & Beverage
CUST_00664,64,M,50267,North,2022-08-31,Food & Beverage
CUST_00665,42,Other,38935,East,2022-05-18,Food & Beverage
CUST_00666,53,F,62910,Central,2022-04-29,Beauty
CUST_00667,30,F,40513,South,2022-03-20,Beauty
CUST_00668,53,F,47691,East,2023-01-15,Home & Garden
CUST_00669,21,M,42433,East,2022-11-30,Sports
CUST_00670,56,F,70431,East,2022-03-18,Beauty
CUST_00671,30,M,52084,North,2022-11-21,Beauty
CUST_00672,70,Other,57798,West,2023-01-01,Food & Beverage
CUST_00673,35,Other,32063,South,2022-09-29,Electronics
CUST_00674,41,M,42304,Central,2022-04-05,Beauty
CUST_00675,37,F,58241,North,2023-01-21,Clothing
CUST_00676,18,M,23258,South,2022-06-21,Beauty
CUST_00677,57,F,50601,East,2022-04-12,Home & Garden
CUST_00678,52,Other,54741,North,2022-11-05,Sports
CUST_00679,60,M,29752,West,2022-12-01,Food & Beverage
CUST_00680,56,F,75576,West,2022-01-02,Electronics
CUST_00681,38,Other,61915,South,2023-02-02,Sports
CUST_00682,29,F,51939,West,2022-03-25,Food & Beverage
CUST_00683,59,Other,40939,East,2022-11-20,Clothing
CUST_00684,25,M,22582,North,2022-06-08,Beauty
CUST_00685,26,M,73855,West,2022-05-29,Sports
CUST_00686,27,F,45889,Central,2022-03-20,Electronics
CUST_00687,42,F,26801,East,2022-07-11,Beauty
CUST_00688,48,F,40408,South,2022-09-14,Sports
CUST_00689,25,F,64051,West,2023-01-29,Clothing
CUST_00690,55,M,59772,South,2022-06-11,Electronics
CUST_00691,22,F,33648,South,2022-04-09,Beauty
CUST_00692,22,F,77654,North,2022-10-29,Beauty
CUST_00693,41,F,26565,East,2022-07-07,Beauty
CUST_00694,27,M,82162,Central,2022-03-16,Sports
CUST_00695,31,F,58905,East,2022-04-26,Clothing
CUST_00696,30,Other,47324,South,2022-12-30,Food & Beverage
CUST_00697,54,Other,49953,South,2022-04-17,Electronics
CUST_00698,24,M,56572,South,2022-04-12,Clothing
CUST_00699,19,F,65643,North,2023-01-13,Food & Beverage
CUST_00700,71,Other,19460,Central,2022-03-31,Food & Beverage
CUST_00701,54,F,39796,Central,2022-06-09,Clothing
CUST_00702,22,Other,55931,North,2022-03-06,Electronics
CUST_00703,42,F,78510,West,2022-11-10,Beauty
CUST_00704,40,Other,77641,West,2023-01-02,Sports
CUST_00705,32,F,86809,West,2022-12-06,Sports
CUST_00706,47,M,76557,South,2022-01-21,Food & Beverage
CUST_00707,48,Other,38385,North,2022-05-03,Home & Garden
CUST_00708,48,F,54659,Central,2022-10-31,Food & Beverage
CUST_00709,24,M,76690,Central,2022-11-09,Beauty
CUST_00710,24,Other,74476,South,2022-10-19,Clothing
CUST_00711,21,F,50924,Central,2022-12-17,Electronics
CUST_00712,74,M,65061,Central,2022-10-25,Clothing
CUST_00713,27,F,45783,South,2022-10-27,Clothing
CUST_00714,42,F,25158,South,2022-02-17,Food & Beverage
CUST_00715,35,Other,52617,East,2022-07-21,Electronics
CUST_00716,46,F,51427,South,2022-08-22,Beauty
CUST_00717,65,Other,44868,East,2022-11-11,Clothing
CUST_00718,63,Other,65726,East,2022-04-09,Sports
CUST_00719,34,Other,50271,North,2022-09-29,Sports
CUST_00720,63,Other,62769,South,2022-03-17,Sports
CUST_00721,43,Other,70036,South,2023-01-20,Clothing
CUST_00722,64,Other,102739,Central,2023-01-03,Beauty
CUST_00723,40,Other,52947,East,2022-05-21,Sports
CUST_00724,55,M,78828,North,2022-07-09,Electronics
CUST_00725,30,M,59479,Central,2022-02-07,Food & Beverage
CUST_00726,53,Other,60639,South,2022-12-17,Sports
CUST_00727,47,F,53214,Central,2022-11-12,Beauty
CUST_00728,52,M,57702,West,2023-01-27,Beauty
CUST_00729,62,Other,50452,East,2022-05-01,Beauty
CUST_00730,29,F,74771,West,2022-05-15,Clothing
CUST_00731,34,Other,40480,West,2022-09-21,Food & Beverage
CUST_00732,72,F,24987,North,2022-01-10,Beauty
CUST_00733,70,M,44244,South,2022-10-12,Home & Garden
CUST_00734,52,F,42210,West,2022-07-18,Home & Garden
CUST_00735,43,M,44234,East,2022-05-20,Sports
CUST_00736,60,M,52172,East,2022-01-13,Beauty
CUST_00737,41,F,44304,East,2023-01-14,Home & Garden
CUST_00738,38,M,51895,East,2022-10-27,Sports
CUST_00739,47,Other,44362,North,2022-12-13,Food & Beverage
CUST_00740,34,M,63204,West,2022-03-28,Electronics
CUST_00741,41,F,102492,West,2022-11-08,Clothing
CUST_00742,63,M,59073,North,2022-04-03,Electronics
CUST_00743,37,F,45132,West,2023-01-19,Sports
CUST_00744,24,F,15000,South,2022-09-12,Clothing
CUST_00745,70,F,93058,Central,2022-08-01,Beauty
CUST_00746,25,F,60196,South,2022-06-29,Clothing
CUST_00747,35,F,51721,Central,2022-03-22,Home & Garden
CUST_00748,65,F,15000,East,2022-11-21,Home & Garden
CUST_00749,73,M,52737,North,2022-08-20,Home & Garden
CUST_00750,32,Other,57532,West,2023-01-24,Clothing
CUST_00751,56,M,44431,Central,2023-01-04,Food & Beverage
CUST_00752,65,M,28232,North,2022-03-09,Food & Beverage
CUST_00753,25,F,27046,Central,2022-02-06,Beauty
CUST_00754,39,Other,93459,West,2022-01-29,Food & Beverage
CUST_00755,22,Other,56952,North,2022-01-30,Electronics
CUST_00756,48,F,44415,South,2022-11-27,Food & Beverage
CUST_00757,22,Other,55750,East,2022-11-06,Home & Garden
CUST_00758,41,F,54383,North,2022-12-19,Home & Garden
CUST_00759,43,M,26160,Central,2022-07-28,Sports
CUST_00760,41,M,73292,East,2022-06-28,Sports
CUST_00761,27,F,51209,North,2022-07-07,Home & Garden
CUST_00762,41,Other,57227,West,2022-11-15,Sports
CUST_00763,42,F,84548,Central,2022-03-03,Beauty
CUST_00764,63,Other,28764,North,2022-12-03,Clothing
CUST_00765,72,M,39507,West,2022-10-02,Food & Beverage
CUST_00766,68,F,61276,Central,2022-02-01,Food & Beverage
CUST_00767,29,M,72857,South,2022-05-04,Sports
CUST_00768,43,Other,42621,West,2022-10-03,Sports
CUST_00769,24,M,43687,North,2022-04-29,Electronics
CUST_00770,32,M,67576,East,2022-04-26,Home & Garden
CUST_00771,34,Other,100353,West,2022-09-06,Clothing
CUST_00772,26,Other,56408,Central,2022-09-07,Clothing
CUST_00773,36,F,39448,Central,2022-10-05,Food & Beverage
CUST_00774,49,M,33857,West,2022-10-01,Sports
CUST_00775,60,Other,52114,East,2022-06-28,Sports
CUST_00776,42,F,71843,Central,2022-02-04,Sports
CUST_00777,36,Other,111191,West,2022-06-26,Beauty
CUST_00778,61,Other,48780,East,2022-04-05,Home & Garden
CUST_00779,44,M,56440,East,2022-08-07,Food & Beverage
CUST_00780,72,Other,89122,North,2022-07-09,Home & Garden
CUST_00781,22,Other,60938,East,2022-09-05,Beauty
CUST_00782,70,Other,59213,North,2022-07-16,Sports
CUST_00783,54,F,84247,East,2022-08-29,Beauty
CUST_00784,24,Other,56909,Central,2022-01-29,Clothing
CUST_00785,56,Other,35332,North,2022-07-12,Sports
CUST_00786,37,F,79258,South,2022-07-17,Sports
CUST_00787,73,Other,23160,Central,2023-01-20,Home & Garden
CUST_00788,51,M,75310,South,2022-03-14,Electronics
CUST_00789,26,Other,54842,North,2022-02-08,Clothing
CUST_00790,54,M,48985,West,2022-06-22,Food & Beverage
CUST_00791,48,F,48486,South,2022-10-21,Home & Garden
CUST_00792,30,Other,52039,South,2022-08-16,Home & Garden
CUST_00793,24,Other,46140,Central,2023-01-12,Home & Garden
CUST_00794,40,Other,63849,North,2022-09-08,Beauty
CUST_00795,40,M,46807,Central,2022-09-14,Clothing
CUST_00796,34,Other,16582,East,2022-10-31,Beauty
CUST_00797,32,F,54989,Central,2022-12-29,Home & Garden
CUST_00798,26,F,74215,South,2022-10-30,Home & Garden
CUST_00799,38,Other,15523,East,2023-02-04,Sports
CUST_00800,59,F,54858,East,2022-04-25,Sports
CUST_00801,56,F,45757,South,2022-04-16,Clothing
CUST_00802,60,F,73653,Central,2023-02-02,Food & Beverage
CUST_00803,24,M,49783,East,2022-07-30,Food & Beverage
CUST_00804,59,Other,70385,South,2022-12-10,Beauty
CUST_00805,36,Other,67891,West,2022-03-23,Food & Beverage
CUST_00806,56,F,68476,East,2022-11-30,Sports
CUST_00807,71,Other,86176,East,2022-06-25,Food & Beverage
CUST_00808,43,M,50471,Central,2023-01-30,Beauty
CUST_00809,51,Other,56148,West,2022-11-16,Home & Garden
CUST_00810,20,F,63292,South,2022-05-09,Food & Beverage
CUST_00811,22,M,56759,East,2022-08-13,Beauty
CUST_00812,50,M,49826,East,2022-09-12,Home & Garden
CUST_00813,56,Other,36986,East,2022-10-27,Beauty
CUST_00814,42,F,55220,South,2022-05-13,Clothing
CUST_00815,42,Other,25053,East,2022-03-17,Sports
CUST_00816,74,Other,15000,East,2022-06-28,Clothing
CUST_00817,23,M,32634,Central,2022-10-31,Beauty
CUST_00818,28,Other,68228,South,2022-01-09,Clothing
CUST_00819,24,M,59626,Central,2022-03-12,Clothing
CUST_00820,68,Other,68442,South,2022-04-21,Electronics
CUST_00821,18,M,41161,West,2022-01-22,Food & Beverage
CUST_00822,63,Other,75875,West,2022-01-09,Electronics
CUST_00823,23,Other,27061,South,2022-03-04,Electronics
CUST_00824,31,Other,33308,South,2022-06-27,Home & Garden
CUST_00825,39,Other,75482,West,2022-01-29,Home & Garden
CUST_00826,53,Other,58145,South,2022-12-24,Food & Beverage
CUST_00827,49,F,68570,East,2022-03-13,Beauty
CUST_00828,37,M,59711,North,2022-08-08,Beauty
CUST_00829,69,Other,43764,South,2022-03-23,Sports
CUST_00830,26,Other,31113,North,2022-10-17,Clothing
CUST_00831,72,F,18432,South,2023-01-17,Electronics
CUST_00832,49,F,91178,West,2022-05-01,Clothing
CUST_00833,61,Other,22478,East,2022-05-24,Electronics
CUST_00834,59,M,83442,East,2022-01-19,Sports
CUST_00835,45,Other,57029,North,2022-10-12,Food & Beverage
CUST_00836,36,F,60335,West,2022-06-25,Beauty
CUST_00837,32,Other,58993,Central,2022-09-02,Home & Garden
CUST_00838,47,M,65857,Central,2022-11-21,Home & Garden
CUST_00839,20,F,39336,South,2022-02-11,Electronics
CUST_00840,53,F,15000,South,2022-08-30,Beauty
CUST_00841,28,F,43368,East,2022-01-18,Beauty
CUST_00842,50,M,64060,North,2022-07-01,Beauty
CUST_00843,22,F,33485,East,2022-03-12,Sports
CUST_00844,50,Other,76426,South,2023-01-06,Clothing
CUST_00845,52,Other,52399,West,2023-01-07,Home & Garden
CUST_00846,35,Other,31782,East,2023-01-05,Electronics
CUST_00847,47,F,57946,North,2022-01-05,Clothing
CUST_00848,58,M,63709,West,2023-01-24,Food & Beverage
CUST_00849,31,M,65196,North,2023-01-24,Food & Beverage
CUST_00850,62,F,15000,South,2022-02-01,Home & Garden
CUST_00851,21,F,15000,East,2022-09-03,Food & Beverage
CUST_00852,45,Other,75507,Central,2022-06-16,Electronics
CUST_00853,46,F,25676,East,2022-03-03,Beauty
CUST_00854,58,M,75538,North,2022-01-31,Beauty
CUST_00855,28,M,77580,West,2022-12-06,Food & Beverage
CUST_00856,59,M,31152,West,2022-07-23,Beauty
CUST_00857,70,Other,34656,East,2023-01-23,Beauty
CUST_00858,19,M,69649,East,2022-05-28,Food & Beverage
CUST_00859,39,Other,46928,South,2022-03-29,Clothing
CUST_00860,51,M,80870,West,2023-01-13,Clothing
CUST_00861,23,F,87085,Central,2022-03-28,Food & Beverage
CUST_00862,55,F,31761,Central,2022-06-01,Home & Garden
CUST_00863,62,Other,38968,South,2022-04-07,Clothing
CUST_00864,45,Other,56897,Central,2023-01-06,Electronics
CUST_00865,23,Other,15000,West,2022-10-05,Sports
CUST_00866,48,Other,18943,East,2022-03-02,Electronics
CUST_00867,56,Other,36818,North,2022-09-27,Electronics
CUST_00868,35,Other,95019,Central,2022-01-29,Clothing
CUST_00869,61,Other,59907,Central,2022-10-29,Clothing
CUST_00870,47,M,41921,East,2022-05-15,Sports
CUST_00871,59,F,34509,North,2022-07-28,Beauty
CUST_00872,20,M,30946,Central,2022-06-28,Home & Garden
CUST_00873,32,M,43279,Central,2022-09-18,Home & Garden
CUST_00874,38,M,42190,West,2022-12-21,Clothing
CUST_00875,34,Other,50277,West,2022-02-26,Home & Garden
CUST_00876,28,Other,64702,North,2022-10-03,Sports
CUST_00877,48,F,53228,East,2022-04-25,Beauty
CUST_00878,29,M,70931,West,2022-06-26,Food & Beverage
CUST_00879,48,M,48866,South,2022-07-28,Sports
CUST_00880,42,M,88932,North,2022-01-13,Home & Garden
CUST_00881,35,F,70397,North,2022-05-30,Sports
CUST_00882,61,M,59345,North,2022-02-13,Home & Garden
CUST_00883,43,M,64773,East,2022-04-10,Home & Garden
CUST_00884,36,M,43791,South,2022-06-07,Beauty
CUST_00885,18,Other,49959,West,2022-06-01,Food & Beverage
CUST_00886,29,F,49202,West,2022-08-26,Home & Garden
CUST_00887,54,F,39656,North,2022-07-26,Beauty
CUST_00888,66,Other,27795,Central,2022-06-18,Clothing
CUST_00889,23,Other,65906,East,2022-11-10,Electronics
CUST_00890,36,M,74303,Central,2022-01-09,Home & Garden
CUST_00891,32,Other,62840,South,2022-11-02,Beauty
CUST_00892,61,M,53169,North,2022-11-12,Electronics
CUST_00893,33,F,99283,West,2023-01-07,Beauty
CUST_00894,60,Other,41682,Central,2022-01-17,Home & Garden
CUST_00895,72,Other,60037,West,2022-08-07,Clothing
CUST_00896,63,M,77454,West,2022-05-15,Food & Beverage
CUST_00897,28,M,32781,East,2022-01-07,Clothing
CUST_00898,23,Other,67514,North,2022-12-04,Electronics
CUST_00899,18,Other,90544,West,2022-07-11,Sports
CUST_00900,34,M,54796,South,2022-07-09,Clothing
CUST_00901,59,M,58186,North,2023-01-14,Sports
CUST_00902,62,M,41794,West,2022-07-21,Sports
CUST_00903,49,Other,64532,North,2022-06-19,Clothing
CUST_00904,59,Other,39200,North,2022-07-20,Home & Garden
CUST_00905,73,F,53604,South,2022-04-14,Sports
CUST_00906,59,M,25564,North,2022-12-10,Clothing
CUST_00907,25,Other,15000,East,2022-04-22,Clothing
CUST_00908,67,Other,45438,Central,2022-06-05,Food & Beverage
CUST_00909,69,Other,45131,Central,2023-01-26,Beauty
CUST_00910,58,F,47062,South,2022-05-01,Food & Beverage
CUST_00911,40,M,69737,Central,2022-06-06,Clothing
CUST_00912,58,F,74931,East,2022-09-30,Food & Beverage
CUST_00913,46,M,60892,Central,2022-09-27,Sports
CUST_00914,46,Other,68201,South,2022-05-23,Beauty
CUST_00915,35,Other,39731,West,2022-10-14,Sports
CUST_00916,55,F,35113,North,2022-05-25,Food & Beverage
CUST_00917,21,Other,64958,West,2022-08-17,Sports
CUST_00918,20,F,32541,West,2022-12-27,Home & Garden
CUST_00919,60,M,30506,East,2022-01-16,Home & Garden
CUST_00920,49,M,112149,Central,2022-02-19,Home & Garden
CUST_00921,56,M,56076,South,2022-10-26,Food & Beverage
CUST_00922,34,Other,45143,South,2022-11-19,Home & Garden
CUST_00923,30,M,42946,Central,2022-08-31,Home & Garden
CUST_00924,41,F,26060,Central,2022-10-13,Sports
CUST_00925,45,M,60457,West,2022-05-17,Clothing
CUST_00926,24,F,48820,South,2022-07-27,Food & Beverage
CUST_00927,62,Other,74291,North,2022-03-13,Home & Garden
CUST_00928,37,F,65614,North,2022-01-06,Sports
CUST_00929,52,Other,48157,South,2022-04-16,Electronics
CUST_00930,71,F,15445,West,2022-02-13,Beauty
CUST_00931,37,Other,56130,Central,2022-04-20,Electronics
CUST_00932,33,M,54311,South,2022-03-19,Sports
CUST_00933,41,Other,15000,Central,2022-06-04,Clothing
CUST_00934,37,F,63145,South,2022-05-12,Food & Beverage
CUST_00935,52,F,31927,North,2022-01-11,Clothing
CUST_00936,34,M,75448,North,2022-10-30,Beauty
CUST_00937,38,F,53094,South,2023-01-07,Beauty
CUST_00938,63,Other,42413,South,2022-08-01,Home & Garden
CUST_00939,19,M,58902,Central,2022-11-06,Food & Beverage
CUST_00940,59,F,57637,West,2022-12-04,Home & Garden
CUST_00941,27,Other,56892,East,2022-06-23,Food & Beverage
CUST_00942,58,F,72416,East,2022-11-19,Sports
CUST_00943,21,F,18837,West,2023-01-07,Electronics
CUST_00944,70,Other,60133,West,2023-02-02,Food & Beverage
CUST_00945,20,M,40724,East,2022-02-07,Food & Beverage
CUST_00946,25,F,49406,North,2022-01-14,Sports
CUST_00947,60,M,83018,South,2022-11-16,Electronics
CUST_00948,47,F,39037,Central,2022-12-09,Sports
CUST_00949,60,Other,62809,West,2022-04-21,Food & Beverage
CUST_00950,66,M,73225,South,2022-01-17,Food & Beverage
CUST_00951,44,M,64788,West,2022-04-17,Sports
CUST_00952,66,M,56254,West,2022-06-20,Sports
CUST_00953,28,Other,59302,East,2022-04-19,Food & Beverage
CUST_00954,70,F,66103,West,2022-06-20,Home & Garden
CUST_00955,60,M,38817,East,2022-07-21,Clothing
